Engine Size(L),Cylinders,Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Vehicle Class,Fuel Type
2.0,4,8.2,34,193,COMPACT,Z
3.0,6,10.4,27,246,MID-SIZE,Z
3.0,6,10.8,26,251,SUBCOMPACT,Z
3.0,6,10.6,27,248,SUBCOMPACT,Z
3.0,6,11.1,25,261,STATION WAGON - MID-SIZE,Z
4.0,8,17.5,16,410,SUV - STANDARD,Z
2.0,4,9.0,31,209,SUV - SMALL,Z
2.0,4,10.0,28,240,SUV - SMALL,Z
2.0,4,10.0,28,235,SUV - SMALL,Z
4.7,8,13.5,21,317,SUV - STANDARD,Z
3.0,6,13.0,22,305,SUV - STANDARD,Z
4.7,8,14.7,19,346,SUV - STANDARD,Z
6.0,12,15.1,19,355,FULL-SIZE,Z
2.0,4,10.7,26,251,SPECIAL PURPOSE VEHICLE,Z
2.0,4,11.4,25,268,SPECIAL PURPOSE VEHICLE,Z
3.0,6,10.9,26,255,MID-SIZE,Z
4.0,8,11.8,24,276,SUBCOMPACT,Z
4.0,8,11.3,25,265,FULL-SIZE,Z
4.0,8,11.2,25,261,MID-SIZE,Z
4.0,8,11.4,25,269,COMPACT,Z
3.0,6,10.2,28,238,TWO-SEATER,Z
4.7,8,11.8,24,275,TWO-SEATER,Z
2.0,4,8.6,33,202,TWO-SEATER,Z
1.5,3,7.4,38,174,SUBCOMPACT,Z
1.5,3,9.0,31,212,MID-SIZE,Z
1.5,3,7.4,38,174,MINICOMPACT,Z
1.5,3,9.2,31,215,STATION WAGON - SMALL,Z
1.5,3,9.1,31,214,STATION WAGON - SMALL,Z
2.0,4,8.3,34,195,MINICOMPACT,Z
2.0,4,9.0,31,210,MINICOMPACT,Z
2.0,4,9.3,30,220,MID-SIZE,Z
2.0,4,9.9,29,232,MID-SIZE,Z
1.5,4,8.9,32,208,SUV - SMALL,X
1.5,4,9.3,30,216,SUV - SMALL,X
2.4,4,9.1,31,212,SUV - SMALL,X
3.0,6,10.6,27,248,SUV - SMALL,Z
2.4,4,9.4,30,219,SUV - SMALL,X
2.5,4,7.6,37,179,MID-SIZE,X
2.5,4,7.8,36,185,MID-SIZE,X
2.5,4,12.3,23,290,PICKUP TRUCK - SMALL,X
4.0,6,12.8,22,300,PICKUP TRUCK - SMALL,X
4.0,6,13.9,20,326,PICKUP TRUCK - SMALL,X
1.6,4,7.2,39,169,MID-SIZE,X
3.5,6,9.6,29,227,MID-SIZE,Z
3.5,6,11.0,26,259,SUV - SMALL,X
2.0,4,8.4,34,196,STATION WAGON - SMALL,X
2.5,4,8.7,32,205,SUV - SMALL,X
1.8,4,7.3,39,172,MID-SIZE,X
5.6,8,14.1,20,331,PICKUP TRUCK - STANDARD,X
3.0,6,11.1,25,260,MINICOMPACT,Z
3.0,6,10.6,27,249,MINICOMPACT,Z
3.0,6,11.0,26,258,MINICOMPACT,Z
3.0,6,10.6,27,248,MINICOMPACT,Z
3.0,6,11.0,26,257,MINICOMPACT,Z
3.0,6,10.7,26,250,MINICOMPACT,Z
4.0,6,13.9,20,324,TWO-SEATER,Z
4.0,6,15.1,19,352,TWO-SEATER,Z
3.0,6,10.8,26,251,MINICOMPACT,Z
3.0,6,11.4,25,266,MINICOMPACT,Z
3.8,6,12.3,23,285,MINICOMPACT,Z
2.5,4,10.6,27,249,TWO-SEATER,Z
2.5,4,11.0,26,257,TWO-SEATER,Z
4.8,8,14.3,20,334,SUV - STANDARD,Z
3.6,6,12.3,23,286,SUV - SMALL,Z
3.0,6,9.8,29,229,FULL-SIZE,Z
3.0,6,10.1,28,235,FULL-SIZE,Z
3.0,6,10.4,27,242,FULL-SIZE,Z
2.9,6,10.1,28,235,FULL-SIZE,Z
2.9,6,10.7,26,249,FULL-SIZE,Z
4.0,8,11.2,25,261,FULL-SIZE,Z
4.0,8,11.9,24,279,FULL-SIZE,Z
5.7,8,16.3,17,382,PICKUP TRUCK - STANDARD,X
6.6,12,17.0,17,397,COMPACT,Z
6.6,12,17.0,17,397,FULL-SIZE,Z
6.7,12,16.6,17,387,FULL-SIZE,Z
6.6,12,16.6,17,388,MID-SIZE,Z
2.0,4,9.8,29,229,MINICOMPACT,Z
2.0,4,10.2,28,239,MINICOMPACT,Z
2.0,4,8.1,35,188,SUV - SMALL,X
2.0,4,9.4,30,220,SUV - SMALL,X
2.5,4,8.3,34,193,MID-SIZE,X
2.5,4,8.5,33,198,SUV - SMALL,X
2.0,4,11.2,25,256,COMPACT,Z
2.5,4,12.5,23,291,COMPACT,Z
2.5,4,12.8,22,296,COMPACT,Z
4.0,6,13.2,21,308,SUV - STANDARD,X
2.5,4,6.9,41,164,MID-SIZE,X
2.5,4,7.3,39,172,MID-SIZE,X
2.5,4,7.4,38,173,MID-SIZE,X
3.5,6,9.0,31,210,MID-SIZE,X
3.5,6,9.2,31,215,MID-SIZE,X
2.5,4,4.9,58,113,MID-SIZE,X
2.5,4,5.1,55,121,MID-SIZE,X
1.8,4,7.6,37,178,MID-SIZE,X
2.5,4,7.3,39,171,SUV - SMALL,X
5.7,8,16.4,17,384,SUV - STANDARD,X
3.5,6,10.9,26,256,MINIVAN,X
3.5,6,12.1,23,283,PICKUP TRUCK - SMALL,X
3.5,6,12.7,22,299,PICKUP TRUCK - SMALL,X
5.7,8,15.9,18,371,PICKUP TRUCK - STANDARD,X
4.6,8,14.9,19,354,PICKUP TRUCK - STANDARD,X
5.7,8,16.3,17,383,PICKUP TRUCK - STANDARD,X
3.6,6,12.1,23,282,SUV - SMALL,X
2.0,4,8.2,34,191,COMPACT,X
2.0,4,8.2,34,191,SUBCOMPACT,X
2.0,4,8.1,35,189,SUBCOMPACT,X
2.0,4,9.8,29,227,COMPACT,Z
1.8,4,9.6,29,225,STATION WAGON - SMALL,X
1.8,4,8.5,33,199,STATION WAGON - SMALL,X
1.8,4,9.6,29,224,STATION WAGON - SMALL,X
1.8,4,9.3,30,218,STATION WAGON - SMALL,X
2.0,4,8.1,35,188,MID-SIZE,X
3.6,6,10.6,27,246,MID-SIZE,X
2.0,4,9.8,29,229,SUV - SMALL,X
2.0,4,10.2,28,237,SUV - SMALL,X
2.0,4,9.7,29,226,COMPACT,X
2.0,4,8.8,32,206,MID-SIZE,Z
2.0,4,9.3,30,216,MID-SIZE,Z
2.0,4,9.7,29,226,STATION WAGON - SMALL,X
2.0,4,9.4,30,221,STATION WAGON - SMALL,Z
2.0,4,9.3,30,216,STATION WAGON - MID-SIZE,Z
2.0,4,9.2,31,214,STATION WAGON - MID-SIZE,Z
2.0,4,9.6,29,224,STATION WAGON - MID-SIZE,Z
2.0,4,9.8,29,228,SUV - SMALL,Z
2.0,4,10.2,28,240,SUV - SMALL,Z
2.0,4,9.7,29,227,SUV - STANDARD,Z
2.0,4,10.3,27,240,SUV - STANDARD,Z
2.4,4,8.6,33,199,COMPACT,Z
3.5,6,10.8,26,252,SUV - SMALL,Z
3.5,6,11.0,26,258,SUV - SMALL,Z
2.0,4,10.3,27,242,SUV - SMALL,Z
2.0,4,9.3,30,218,SUV - SMALL,Z
5.2,12,13.3,21,312,MINICOMPACT,Z
5.2,12,13.8,20,324,MINICOMPACT,Z
4.0,8,11.2,25,264,TWO-SEATER,Z
2.0,4,8.1,35,188,SUBCOMPACT,X
2.0,4,9.6,29,225,SUBCOMPACT,X
2.0,4,9.5,30,221,SUBCOMPACT,X
2.0,4,7.8,36,182,COMPACT,Z
3.0,6,9.6,29,224,MID-SIZE,Z
3.0,6,10.8,26,252,FULL-SIZE,Z
2.0,4,10.6,27,248,SUV - SMALL,X
2.0,4,9.9,29,230,SUV - SMALL,Z
3.0,6,12.5,23,294,SUV - STANDARD,Z
2.5,5,10.6,27,247,SUBCOMPACT,Z
2.9,6,11.3,25,262,SUBCOMPACT,Z
2.9,6,11.5,25,268,MID-SIZE,Z
3.0,6,9.8,29,230,COMPACT,Z
3.0,6,9.8,29,230,SUBCOMPACT,Z
3.0,6,9.9,29,234,SUBCOMPACT,Z
3.0,6,9.8,29,230,MID-SIZE,Z
2.0,4,9.2,31,213,SUBCOMPACT,X
2.0,4,9.2,31,213,TWO-SEATER,X
2.5,5,10.3,27,241,SUBCOMPACT,Z
4.0,8,13.6,21,315,SUV - STANDARD,Z
6.8,8,20.0,14,465,MID-SIZE,Z
2.0,4,8.3,34,194,COMPACT,Z
2.0,4,8.8,32,207,FULL-SIZE,Z
2.0,4,8.8,32,207,STATION WAGON - SMALL,Z
3.0,6,9.4,30,227,COMPACT,Z
3.0,6,11.0,26,256,COMPACT,Z
3.0,6,9.7,29,228,COMPACT,Z
3.0,6,9.8,29,231,MID-SIZE,Z
4.4,8,12.0,24,282,COMPACT,Z
4.4,8,11.5,25,269,FULL-SIZE,Z
4.4,8,12.0,24,282,FULL-SIZE,Z
3.0,6,12.6,22,294,SUBCOMPACT,Z
3.0,6,9.8,29,229,SUBCOMPACT,Z
3.0,6,12.6,22,294,COMPACT,Z
4.4,8,13.9,20,324,MID-SIZE,Z
4.4,8,11.5,25,269,MID-SIZE,Z
4.4,8,11.6,24,270,SUBCOMPACT,Z
4.4,8,11.5,25,269,SUBCOMPACT,Z
2.0,4,9.6,29,223,SUV - SMALL,Z
3.0,6,10.4,27,245,SUV - SMALL,Z
3.0,6,10.5,27,245,SUV - STANDARD,Z
4.4,8,13.4,21,314,SUV - STANDARD,Z
3.0,6,11.6,24,272,SUV - STANDARD,Z
4.4,8,12.6,22,294,SUV - STANDARD,Z
3.0,6,10.8,26,254,SUV - STANDARD,Z
3.6,6,11.9,24,278,SUV - STANDARD,X
1.4,4,8.7,32,204,SUV - SMALL,X
1.4,4,9.1,31,214,SUV - SMALL,X
1.4,4,8.8,32,205,SUV - SMALL,X
2.0,4,10.7,26,249,SUV - SMALL,Z
3.6,6,10.1,28,238,MID-SIZE,X
2.0,4,9.6,29,227,MID-SIZE,Z
3.6,6,10.7,26,251,MID-SIZE,X
3.0,6,11.3,25,267,FULL-SIZE,Z
4.2,8,13.8,20,324,FULL-SIZE,Z
2.0,4,9.5,30,222,MID-SIZE,Z
3.6,6,10.5,27,246,MID-SIZE,X
3.6,6,11.5,25,269,MID-SIZE,X
3.6,6,12.7,22,298,MID-SIZE,Z
6.2,8,14.3,20,337,MID-SIZE,Z
6.2,8,14.0,20,328,SUV - STANDARD,Z
2.0,4,9.7,29,227,SUV - SMALL,Z
3.6,6,11.3,25,265,SUV - SMALL,X
3.6,6,11.8,24,277,SUBCOMPACT,X
6.2,8,12.0,24,279,SUBCOMPACT,Z
6.2,8,12.6,22,297,SUBCOMPACT,Z
6.2,8,15.1,19,355,SUBCOMPACT,Z
2.8,4,10.1,28,270,PICKUP TRUCK - SMALL,D
2.5,4,11.4,25,267,PICKUP TRUCK - SMALL,X
2.8,4,10.5,27,283,PICKUP TRUCK - SMALL,D
2.8,4,12.1,23,326,PICKUP TRUCK - SMALL,D
6.2,8,12.7,22,299,TWO-SEATER,Z
6.2,8,12.2,23,286,TWO-SEATER,Z
6.2,8,14.0,20,331,TWO-SEATER,Z
6.2,8,13.5,21,318,TWO-SEATER,Z
6.2,8,16.1,18,381,TWO-SEATER,Z
6.2,8,15.6,18,368,TWO-SEATER,Z
1.5,4,8.3,34,196,SUV - SMALL,X
1.6,4,7.4,38,199,SUV - SMALL,D
1.5,4,8.6,33,207,SUV - SMALL,X
2.5,4,9.6,29,225,FULL-SIZE,X
1.5,4,7.5,38,174,MID-SIZE,X
2.7,4,11.1,25,261,PICKUP TRUCK - STANDARD,X
4.3,6,13.5,21,316,PICKUP TRUCK - STANDARD,X
5.3,8,13.9,20,326,PICKUP TRUCK - STANDARD,X
5.3,8,14.0,20,329,PICKUP TRUCK - STANDARD,X
5.3,8,18.4,15,306,PICKUP TRUCK - STANDARD,E
5.3,8,12.4,23,290,PICKUP TRUCK - STANDARD,X
2.7,4,11.7,24,275,PICKUP TRUCK - STANDARD,X
4.3,6,14.0,20,329,PICKUP TRUCK - STANDARD,X
4.3,6,14.8,19,347,PICKUP TRUCK - STANDARD,X
5.3,8,14.4,20,339,PICKUP TRUCK - STANDARD,X
5.3,8,19.3,15,322,PICKUP TRUCK - STANDARD,E
5.3,8,14.9,19,350,PICKUP TRUCK - STANDARD,X
5.3,8,13.7,21,320,PICKUP TRUCK - STANDARD,X
6.2,8,13.7,21,321,PICKUP TRUCK - STANDARD,Z
5.3,8,13.5,21,317,PICKUP TRUCK - STANDARD,X
5.3,8,13.8,20,325,PICKUP TRUCK - STANDARD,X
1.4,4,7.2,39,170,SUBCOMPACT,X
5.3,8,13.4,21,314,SUV - STANDARD,X
5.3,8,17.9,16,298,SUV - STANDARD,E
5.3,8,14.3,20,336,SUV - STANDARD,X
5.3,8,19.0,15,317,SUV - STANDARD,E
5.3,8,13.7,21,321,SUV - STANDARD,X
5.3,8,18.4,15,305,SUV - STANDARD,E
3.6,6,11.1,25,261,SUV - STANDARD,X
1.4,4,8.4,34,196,SUV - SMALL,X
6.4,8,13.0,22,304,MID-SIZE,Z
6.4,8,13.0,22,304,FULL-SIZE,Z
1.4,4,8.7,32,203,MINICOMPACT,X
1.3,4,9.1,31,213,SUV - SMALL,X
1.0,3,8.4,34,196,SUV - SMALL,X
2.0,4,9.3,30,218,SUV - SMALL,X
2.7,6,11.0,26,259,SUV - SMALL,X
2.5,4,9.6,29,226,SUV - SMALL,X
2.5,4,13.1,22,218,SUV - SMALL,E
1.5,4,9.9,29,232,SUV - SMALL,X
3.5,6,12.5,23,293,SUV - STANDARD,X
3.5,6,13.1,22,307,SUV - STANDARD,X
2.7,6,11.1,25,260,PICKUP TRUCK - STANDARD,X
3.3,6,10.9,26,256,PICKUP TRUCK - STANDARD,X
3.3,6,14.9,19,247,PICKUP TRUCK - STANDARD,E
3.5,6,12.0,24,281,PICKUP TRUCK - STANDARD,X
3.5,6,12.4,23,291,PICKUP TRUCK - STANDARD,X
5.0,8,12.2,23,287,PICKUP TRUCK - STANDARD,X
5.0,8,17.4,16,290,PICKUP TRUCK - STANDARD,E
5.0,8,17.5,16,290,PICKUP TRUCK - STANDARD,E
5.0,8,13.9,20,326,PICKUP TRUCK - STANDARD,X
5.0,8,17.5,16,291,PICKUP TRUCK - STANDARD,E
2.7,6,11.4,25,268,PICKUP TRUCK - STANDARD,X
3.0,6,10.7,26,287,PICKUP TRUCK - STANDARD,D
3.3,6,11.6,24,273,PICKUP TRUCK - STANDARD,X
3.5,6,12.5,23,295,PICKUP TRUCK - STANDARD,X
3.5,6,13.1,22,308,PICKUP TRUCK - STANDARD,X
3.5,6,12.6,22,296,PICKUP TRUCK - STANDARD,X
5.0,8,13.3,21,312,PICKUP TRUCK - STANDARD,X
5.0,8,19.5,14,323,PICKUP TRUCK - STANDARD,E
3.5,6,14.3,20,336,PICKUP TRUCK - STANDARD,X
1.6,4,7.9,36,184,SUBCOMPACT,X
1.6,4,8.4,34,196,SUBCOMPACT,X
3.5,6,17.1,17,402,TWO-SEATER,Z
2.3,4,9.4,30,221,SUBCOMPACT,X
2.3,4,10.3,27,242,SUBCOMPACT,X
2.3,4,9.7,29,227,SUBCOMPACT,X
2.3,4,10.4,27,244,SUBCOMPACT,X
5.0,8,12.3,23,289,SUBCOMPACT,X
5.0,8,13.3,21,311,SUBCOMPACT,X
2.3,4,10.4,27,243,SUBCOMPACT,X
2.3,4,10.3,27,241,SUBCOMPACT,X
5.0,8,12.9,22,302,SUBCOMPACT,X
2.3,4,10.9,26,256,PICKUP TRUCK - STANDARD,X
3.5,6,14.7,19,346,VAN - PASSENGER,X
3.7,6,15.2,19,355,VAN - PASSENGER,X
3.5,6,11.5,25,270,FULL-SIZE,X
3.5,6,15.2,19,254,FULL-SIZE,E
3.5,6,16.0,18,267,FULL-SIZE,E
2.0,4,9.3,30,219,SPECIAL PURPOSE VEHICLE,X
2.0,4,12.6,22,209,SPECIAL PURPOSE VEHICLE,E
2.5,4,10.6,27,247,SPECIAL PURPOSE VEHICLE,X
2.0,4,9.2,31,214,SPECIAL PURPOSE VEHICLE,X
2.0,4,12.5,23,208,SPECIAL PURPOSE VEHICLE,E
2.0,4,10.9,26,255,COMPACT,Z
3.3,6,11.6,24,274,COMPACT,Z
2.5,4,10.2,28,237,SUV - STANDARD,X
2.5,4,10.5,27,248,SUV - STANDARD,X
4.3,6,13.5,21,317,PICKUP TRUCK - STANDARD,X
5.3,8,12.5,23,294,PICKUP TRUCK - STANDARD,X
2.7,4,11.8,24,277,PICKUP TRUCK - STANDARD,X
5.3,8,14.0,20,330,PICKUP TRUCK - STANDARD,X
5.3,8,19.4,15,323,PICKUP TRUCK - STANDARD,E
5.3,8,13.5,21,316,PICKUP TRUCK - STANDARD,X
6.2,8,13.9,20,326,PICKUP TRUCK - STANDARD,Z
2.0,4,5.0,56,117,FULL-SIZE,X
1.5,4,7.2,39,167,COMPACT,X
2.0,4,7.1,40,164,COMPACT,X
1.5,4,7.1,40,165,MID-SIZE,X
2.0,4,8.0,35,186,MID-SIZE,X
1.8,4,7.8,36,181,STATION WAGON - SMALL,X
1.5,4,4.9,58,114,MID-SIZE,X
3.5,6,11.3,25,263,PICKUP TRUCK - STANDARD,X
1.6,4,7.3,39,172,COMPACT,X
1.6,4,8.6,33,205,FULL-SIZE,X
1.6,4,9.2,31,218,FULL-SIZE,X
2.0,4,8.4,34,200,FULL-SIZE,X
2.0,4,8.7,32,207,FULL-SIZE,X
1.6,4,4.3,66,104,FULL-SIZE,X
2.0,4,11.2,25,262,SUV - SMALL,X
3.3,6,11.5,25,268,SUV - SMALL,X
3.3,6,11.7,24,276,SUV - SMALL,X
3.3,6,12.6,22,297,SUV - SMALL,X
2.4,4,8.3,34,198,FULL-SIZE,X
2.4,4,8.1,35,190,FULL-SIZE,X
2.0,4,9.1,31,216,SUV - SMALL,X
2.0,4,10.1,28,239,SUV - SMALL,X
2.4,4,10.1,28,240,SUV - SMALL,X
2.0,4,8.2,34,193,COMPACT,X
2.0,4,9.5,30,226,COMPACT,X
2.0,4,9.7,29,229,MID-SIZE,Z
3.0,6,11.1,25,261,MID-SIZE,Z
3.7,6,11.7,24,275,MID-SIZE,Z
2.0,4,9.0,31,211,SUV - SMALL,Z
3.2,6,10.6,27,249,SUV - SMALL,X
2.0,4,10.2,28,240,SUV - SMALL,X
2.0,4,10.6,27,249,SUV - SMALL,X
1.3,4,8.7,32,204,SUV - SMALL,X
1.3,4,9.2,31,216,SUV - SMALL,X
1.3,4,9.9,29,230,SUV - SMALL,X
3.3,6,10.2,28,238,FULL-SIZE,X
2.0,4,6.9,41,164,MID-SIZE,X
2.0,4,7.6,37,180,MID-SIZE,X
2.0,4,9.7,29,230,FULL-SIZE,X
2.4,4,8.4,34,199,FULL-SIZE,X
2.0,4,5.7,50,133,MID-SIZE,X
3.3,6,11.5,25,272,MINIVAN,X
2.4,4,10.2,28,242,SUV - SMALL,X
3.3,6,11.2,25,265,SUV - SMALL,X
1.6,4,8.4,34,198,STATION WAGON - SMALL,X
3.3,6,11.8,24,279,MID-SIZE,Z
6.5,12,21.5,13,487,TWO-SEATER,Z
6.5,12,21.7,13,493,TWO-SEATER,Z
5.2,10,15.9,18,366,TWO-SEATER,Z
5.2,10,15.7,18,370,TWO-SEATER,Z
4.0,8,16.9,17,384,SUV - STANDARD,Z
3.0,6,13.3,21,311,SUV - STANDARD,Z
3.0,6,10.4,27,279,SUV - STANDARD,D
3.0,6,9.6,29,256,SUV - STANDARD,D
5.0,8,13.0,22,305,SUV - STANDARD,Z
5.0,8,15.5,18,365,SUV - STANDARD,Z
5.0,8,12.6,22,294,SUV - STANDARD,Z
2.5,4,5.3,53,124,MID-SIZE,X
3.5,6,9.1,31,211,MID-SIZE,X
2.0,4,9.5,30,220,COMPACT,Z
5.0,8,12.6,22,294,SUBCOMPACT,Z
3.5,6,8.1,35,189,SUBCOMPACT,Z
3.4,6,11.1,25,261,MID-SIZE,Z
3.5,6,9.1,31,214,MID-SIZE,Z
3.5,6,8.1,35,190,SUV - STANDARD,Z
2.0,4,7.2,39,168,MID-SIZE,X
2.0,4,5.6,50,130,COMPACT,X
2.0,4,6.0,47,140,COMPACT,X
3.0,6,12.3,23,289,FULL-SIZE,X
2.0,4,11.0,26,257,SUV - SMALL,X
2.3,4,11.5,25,270,SUV - SMALL,X
3.7,6,12.7,22,297,SPECIAL PURPOSE VEHICLE,X
2.0,4,10.4,27,245,MID-SIZE,X
2.0,4,10.7,26,250,SUV - SMALL,X
3.5,6,13.4,21,314,SUV - STANDARD,X
4.7,8,15.0,19,354,SUBCOMPACT,Z
3.0,6,13.7,21,324,SUV - STANDARD,Z
3.0,6,14.0,20,330,SUV - STANDARD,Z
3.8,8,15.3,18,360,SUV - STANDARD,Z
3.0,6,12.8,22,299,FULL-SIZE,Z
2.0,4,8.0,35,186,COMPACT,X
2.5,4,9.8,29,230,SUV - SMALL,X
2.2,4,8.4,34,227,SUV - SMALL,D
2.5,4,10.5,27,244,SUV - SMALL,X
2.0,4,7.7,37,180,COMPACT,X
2.5,4,7.7,37,181,COMPACT,X
2.5,4,7.8,36,183,COMPACT,X
2.5,4,8.2,34,192,COMPACT,X
2.0,4,7.7,37,181,MID-SIZE,X
2.0,4,7.8,36,181,MID-SIZE,X
2.5,4,8.1,35,189,MID-SIZE,X
2.5,4,8.7,32,204,MID-SIZE,X
2.0,4,7.9,36,186,TWO-SEATER,Z
2.0,4,8.4,34,195,SUBCOMPACT,Z
2.0,4,8.3,34,192,STATION WAGON - SMALL,Z
2.0,4,8.6,33,201,STATION WAGON - SMALL,Z
3.0,6,10.7,26,253,COMPACT,Z
3.0,6,11.2,25,263,SUBCOMPACT,Z
3.0,6,11.1,25,255,SUBCOMPACT,Z
3.0,6,10.8,26,255,STATION WAGON - SMALL,Z
4.0,8,11.2,25,263,COMPACT,Z
4.0,8,12.0,24,282,SUBCOMPACT,Z
4.0,8,11.8,24,277,SUBCOMPACT,Z
2.0,4,9.2,31,217,MINICOMPACT,Z
3.0,6,10.7,26,235,COMPACT,Z
3.0,6,10.9,26,245,SUBCOMPACT,Z
3.0,6,10.6,27,237,SUBCOMPACT,Z
3.0,6,10.2,28,239,STATION WAGON - MID-SIZE,Z
4.0,8,13.5,21,318,MID-SIZE,Z
4.0,8,12.7,22,299,STATION WAGON - MID-SIZE,Z
4.0,8,17.0,17,396,SUV - STANDARD,Z
3.0,6,11.2,25,262,SUV - SMALL,Z
3.0,6,11.3,25,265,SUV - SMALL,Z
4.0,8,13.2,21,309,SUV - SMALL,Z
3.0,6,12.4,23,292,SUV - STANDARD,Z
3.0,6,12.6,22,297,SUV - STANDARD,Z
4.7,8,15.8,18,370,SUV - STANDARD,Z
4.7,8,15.2,19,357,SUV - STANDARD,Z
4.7,8,15.7,18,370,SUV - STANDARD,Z
3.0,6,11.2,25,264,COMPACT,Z
4.0,8,13.7,21,323,COMPACT,Z
4.0,8,13.7,21,324,COMPACT,Z
4.0,8,13.5,21,315,TWO-SEATER,Z
4.0,8,14.0,20,327,TWO-SEATER,Z
6.0,12,14.3,20,337,SUBCOMPACT,Z
6.0,12,14.6,19,343,COMPACT,Z
5.5,8,13.0,22,303,TWO-SEATER,Z
2.0,4,8.4,34,196,STATION WAGON - SMALL,Z
2.0,4,9.1,31,215,STATION WAGON - SMALL,Z
2.0,4,9.4,30,219,COMPACT,Z
2.0,4,9.5,30,221,SUBCOMPACT,Z
2.0,4,8.2,34,193,MINICOMPACT,Z
3.0,6,9.8,29,213,COMPACT,Z
3.0,6,10.3,27,244,MID-SIZE,Z
3.0,6,11.6,24,271,SUBCOMPACT,Z
3.0,6,10.8,26,254,STATION WAGON - MID-SIZE,Z
4.0,8,16.3,17,378,SUV - STANDARD,Z
2.0,4,10.0,28,234,SUV - SMALL,Z
3.0,6,13.2,21,312,SUV - STANDARD,Z
4.7,8,15.1,19,355,SUV - STANDARD,Z
4.0,8,12.2,23,286,FULL-SIZE,Z
4.0,8,11.7,24,275,SUBCOMPACT,Z
3.0,6,10.3,27,241,TWO-SEATER,Z
4.7,8,11.6,24,270,TWO-SEATER,Z
2.0,4,8.8,32,205,TWO-SEATER,Z
2.0,4,9.2,31,214,MID-SIZE,Z
1.2,3,6.2,46,143,COMPACT,X
1.2,3,6.5,43,151,COMPACT,X
1.2,3,6.4,44,148,COMPACT,X
1.2,3,6.6,43,153,COMPACT,X
3.0,6,10.6,27,246,SUV - SMALL,Z
2.4,4,9.4,30,218,SUV - SMALL,X
3.7,6,11.5,25,271,TWO-SEATER,Z
3.7,6,11.8,24,279,TWO-SEATER,Z
2.5,4,7.4,38,174,MID-SIZE,X
2.0,4,8.1,35,190,MID-SIZE,X
2.5,4,7.5,38,177,MID-SIZE,X
5.6,8,15.5,18,364,SUV - STANDARD,X
4.0,6,12.7,22,299,PICKUP TRUCK - SMALL,X
3.8,6,12.6,22,295,SUBCOMPACT,Z
3.5,6,9.9,29,233,MID-SIZE,Z
3.5,6,10.2,28,240,STATION WAGON - MID-SIZE,X
3.5,6,10.3,27,242,STATION WAGON - MID-SIZE,X
2.0,4,8.0,35,188,STATION WAGON - SMALL,X
2.0,4,9.2,31,217,STATION WAGON - SMALL,X
1.8,4,7.8,36,183,MID-SIZE,X
3.0,6,11.2,25,260,MINICOMPACT,Z
3.0,6,10.7,26,249,MINICOMPACT,Z
3.0,6,10.3,27,242,MINICOMPACT,Z
3.0,6,12.3,23,286,MINICOMPACT,Z
3.8,6,13.5,21,315,TWO-SEATER,Z
4.0,6,14.4,20,335,TWO-SEATER,Z
4.0,6,14.1,20,334,TWO-SEATER,Z
4.0,6,15.1,19,350,TWO-SEATER,Z
3.8,6,12.7,22,297,MINICOMPACT,Z
2.5,4,9.9,29,231,TWO-SEATER,Z
3.0,6,11.4,25,265,SUV - STANDARD,Z
2.9,6,11.8,24,275,SUV - STANDARD,Z
4.0,8,14.1,20,329,SUV - STANDARD,Z
2.0,4,11.3,25,264,SUV - SMALL,Z
3.0,6,11.7,24,272,SUV - SMALL,Z
3.0,6,10.7,26,250,FULL-SIZE,Z
3.0,6,10.9,26,253,FULL-SIZE,Z
2.9,6,11.2,25,261,FULL-SIZE,Z
2.9,6,11.6,24,273,FULL-SIZE,Z
4.0,8,12.6,22,295,FULL-SIZE,Z
4.0,8,13.4,21,313,FULL-SIZE,Z
3.6,6,10.8,26,253,PICKUP TRUCK - STANDARD,X
3.6,6,10.4,27,246,PICKUP TRUCK - STANDARD,X
5.7,8,13.6,21,320,PICKUP TRUCK - STANDARD,X
5.7,8,12.4,23,290,PICKUP TRUCK - STANDARD,X
3.6,6,11.1,25,260,PICKUP TRUCK - STANDARD,X
5.7,8,13.8,20,325,PICKUP TRUCK - STANDARD,X
5.7,8,12.9,22,302,PICKUP TRUCK - STANDARD,X
6.7,12,16.3,17,382,STATION WAGON - MID-SIZE,Z
6.7,12,16.3,17,382,FULL-SIZE,Z
2.4,4,10.4,27,244,SUV - STANDARD,X
2.0,4,9.9,29,231,MINICOMPACT,Z
2.0,4,8.9,32,209,MID-SIZE,X
2.5,4,8.2,34,193,MID-SIZE,X
2.5,4,12.7,22,296,COMPACT,Z
3.5,6,9.4,30,220,MID-SIZE,X
2.5,4,7.5,38,175,MID-SIZE,X
2.0,4,6.7,42,157,COMPACT,X
2.0,4,7.5,38,174,COMPACT,X
3.5,6,10.6,27,250,SUV - STANDARD,X
3.5,6,10.6,27,248,SUV - STANDARD,X
1.8,4,4.4,64,105,MID-SIZE,X
1.8,4,4.7,60,109,MID-SIZE,X
2.5,4,7.8,36,183,SUV - SMALL,X
2.5,4,8.3,34,190,SUV - SMALL,X
2.5,4,6.0,47,140,SUV - SMALL,X
3.5,6,10.8,26,254,MINIVAN,X
3.5,6,11.9,24,278,PICKUP TRUCK - SMALL,X
